,id,spectral_centroid_mean,spectral_centroid_dev,rolloff_point_mean,rolloff_point_dev,flux_mean,flux_dev,variability_mean,variability_dev,compactness_mean,compactness_dev,rms_mean,rms_dev,low_energy_window_mean,low_energy_window_dev,zero_crossing_mean,zero_crossing_dev,title,genre
2083,TRAAVIT128F92E657C,7.402,4.846,0.05278,0.0452,0.009238,0.009561,0.00871,0.00313,1598.0,199.7,0.3255,0.09114,0.5584,0.04568,26.58,13.43,b'Escapist',Pop_Rock
2084,TRAADYB128F92D7E73,4.521,2.528,0.02652,0.02008,0.001982,0.002983,0.004733,0.002261,1649.0,247.3,0.1773,0.07965,0.5126,0.06292,12.35,7.839,b'The More I See You',Jazz
2085,TRAADRN128F932D607,23.24,12.75,0.1571,0.06948,0.001575,0.001723,0.003207,0.001682,1542.0,259.5,0.1277,0.06304,0.5131,0.08141,53.6,21.71,b'Cocain Ducks',Electronic
2086,TRAADQX128F422B4CF,13.75,21.4,0.09617,0.1441,0.002611,0.002769,0.004404,0.002412,1572.0,199.1,0.1635,0.08139,0.4771,0.04852,35.88,44.93,b'Nashville Parthenon',Pop_Rock
2087,TRAADHS12903CE70A9,5.641,4.167,0.03694,0.03248,0.000352,0.0006159,0.001897,0.001049,1715.0,317.7,0.07095,0.03627,0.5916,0.05407,16.24,10.23,b'In A Subtle Way',Jazz
2088,TRAADED128F42741FD,9.045,7.175,0.05612,0.05633,0.001299,0.002358,0.00337,0.002272,1752.0,232.0,0.1286,0.08425,0.563,0.07458,23.89,17.38,b'OUTE ENA EFHARISTO',International
2089,TRAADMH128F9343E59,6.852,5.5,0.04566,0.04601,0.003113,0.00566,0.004839,0.002753,1602.0,215.1,0.1801,0.08973,0.5784,0.06701,21.95,15.56,b'Glory Be',Blues
2090,TRAADLX128F1469250,5.62,5.991,0.03227,0.04646,0.0004966,0.000846,0.002558,0.00147,1798.0,232.4,0.09821,0.05365,0.5891,0.07859,15.07,15.1,b'Human Cannonball',Folk
2091,TRAAOEH128F426A82F,6.489,5.185,0.04148,0.04702,0.001357,0.001409,0.0042,0.001715,1688.0,239.0,0.1604,0.06174,0.5228,0.07067,17.45,13.85,b'Stone Cold Fingers (Bonus Track)',Country
2092,TRAAOJI128F1458DCD,13.92,11.04,0.1095,0.08376,0.0007529,0.0007308,0.002192,0.001011,1557.0,205.9,0.08605,0.03712,0.5588,0.04578,40.6,24.0,"b""(We Don't Need This) Fascist Groove Thang""",Pop_Rock
2093,TRAAORY128F934984F,4.585,6.936,0.02999,0.05355,0.003124,0.008865,0.006181,0.006546,1631.0,263.7,0.2077,0.1897,0.6823,0.03704,12.07,16.42,b'Charisma',Electronic
2094,TRAAOIN128F9303790,11.84,7.335,0.09146,0.05626,0.006973,0.01038,0.007413,0.003326,1597.0,214.8,0.284,0.1063,0.647,0.05949,34.67,16.16,b'Snowball',Pop_Rock
2095,TRAAXCM128F427F97B,15.77,7.556,0.09813,0.05577,0.0007227,0.0007654,0.002346,0.001133,1623.0,215.4,0.09399,0.04322,0.4915,0.06398,39.66,17.22,b'Hai Shava',International
2096,TRAAXKI128F92DAC1B,6.749,4.142,0.03858,0.02984,2.899e-05,8.573e-05,0.0004756,0.0005213,1704.0,226.6,0.01823,0.0198,0.5634,0.08616,16.52,10.5,b'Part One From Triomusic',Pop_Rock
2097,TRAAXMC128F14A53EA,6.432,4.149,0.03759,0.03441,0.0004919,0.0005334,0.002612,0.001316,1723.0,209.3,0.09999,0.04923,0.5115,0.06546,17.63,11.49,b'Hello Young Lovers (LP Version)',Vocal
2098,TRAAXUY128F426BA55,9.384,8.438,0.05857,0.06759,0.0005397,0.0005179,0.002353,0.001023,1596.0,167.4,0.09238,0.03793,0.4938,0.06459,28.57,20.48,b'Set You Free This Time',Pop_Rock
2099,TRAAKNS12903CC5198,10.88,7.163,0.07177,0.06971,0.0008817,0.0009954,0.002647,0.00123,1624.0,176.2,0.1042,0.04591,0.5554,0.04409,36.72,19.1,b'I Got Over It (Album Version)',Blues
2100,TRAAKDF128F92FA302,10.93,5.857,0.08577,0.05067,0.005477,0.006326,0.006137,0.002616,1559.0,174.2,0.2331,0.08254,0.6356,0.06264,33.82,13.43,b'Hell',Pop_Rock
2101,TRAAYPN128F9340DDF,5.942,5.728,0.03976,0.05276,0.004543,0.00533,0.005775,0.002662,1608.0,180.9,0.21,0.08326,0.5366,0.04822,21.51,17.09,b'Northern Downpour (Album Version)',Pop_Rock
2102,TRAAYCQ128F425EE32,4.003,4.712,0.02621,0.03188,0.00104,0.001558,0.003755,0.002017,1596.0,224.0,0.1329,0.0616,0.5128,0.08106,10.9,11.14,b'Bloco Da Solidao (1996 Digital Remaster)',Latin
2103,TRAAYRA128F92E9CC7,6.053,4.084,0.03729,0.03265,0.0005056,0.0006867,0.002536,0.001261,1699.0,215.9,0.09456,0.04429,0.5316,0.05953,16.12,10.77,b'Bad Seed',Country
2104,TRANMJW128F92D944A,10.06,8.967,0.06772,0.07146,0.000337,0.0006129,0.00165,0.001098,1606.0,197.7,0.06285,0.03969,0.5703,0.0859,26.83,21.5,b'Lip Smacker',Jazz
2105,TRANMXY128F1489C65,3.987,4.323,0.0239,0.03768,0.001126,0.001399,0.002921,0.001505,1642.0,232.8,0.1018,0.04533,0.5618,0.04609,15.21,13.2,b'The Hood Comes First (LP Version)',Rap
2106,TRANMSI128F92CB1A0,14.29,9.449,0.1058,0.08609,0.0008708,0.001459,0.002713,0.001376,1671.0,200.0,0.1068,0.04841,0.6108,0.05592,44.66,22.58,"b""I'm Gonna Move To The Outskirts Of Town - Live""",Blues
2107,TRANMWO128F426C41A,14.45,19.61,0.102,0.1552,0.003207,0.00811,0.003767,0.003896,1553.0,191.5,0.1392,0.1296,0.6261,0.09127,43.4,46.14,b'Intro / Time For Some Action',Pop_Rock
2108,TRANMSK128F4234DD8,10.19,8.382,0.06705,0.07132,0.002055,0.002795,0.004767,0.002551,1798.0,283.8,0.1841,0.0939,0.491,0.08416,28.14,20.9,b'Comerte A Besos (Bachata Version)',Latin
2109,TRANMKA128F426C3B0,4.712,6.254,0.02978,0.05485,0.002756,0.00464,0.00502,0.002708,1582.0,166.5,0.185,0.09272,0.547,0.06463,15.2,17.29,b'Heavy Like Sunday',Pop_Rock
2110,TRANMKF128E07995A8,13.81,11.87,0.1049,0.101,0.001959,0.002933,0.003385,0.001968,1613.0,175.7,0.131,0.06989,0.5808,0.05358,44.07,27.89,b'Dance Into The Light (LP Version)',Pop_Rock
2111,TRANMHB128F92DAC10,10.7,3.304,0.06647,0.03176,9.778e-05,0.0001135,0.001425,0.000593,1927.0,251.8,0.05495,0.0221,0.5259,0.06071,25.39,9.531,b'Trio (1932)_ Movement 3: Moderato',Pop_Rock
2112,TRANMNY128F934FE38,9.355,9.424,0.06704,0.08337,0.001481,0.002161,0.003297,0.001826,1641.0,230.4,0.1224,0.05842,0.5769,0.04518,30.78,23.99,b'NE Thang',Rap
2113,TRANWEM128F92D75C4,6.365,4.197,0.04026,0.03607,0.000357,0.0003686,0.002281,0.0008179,1708.0,242.4,0.08817,0.0287,0.5101,0.06342,16.92,11.05,b'Building',Pop_Rock
2114,TRANWZE128E078EE09,10.19,5.681,0.0785,0.06071,0.005465,0.004843,0.006417,0.002189,1593.0,189.4,0.2495,0.06599,0.5735,0.05116,35.38,14.36,b'School',Pop_Rock
2115,TRANWOF12903CB3E19,5.632,3.998,0.03736,0.03274,0.007521,0.009388,0.007615,0.002837,1643.0,264.4,0.2855,0.09266,0.6297,0.04137,19.27,13.44,b'Realizer',Electronic
2116,TRANWBG128F934AC15,13.1,5.65,0.09271,0.04533,0.008837,0.01006,0.007849,0.003079,1600.0,196.0,0.3086,0.1053,0.5842,0.0667,37.26,12.47,b'Generation Aliens',Pop_Rock
2117,TRANGIY128F427FA51,12.17,6.212,0.08431,0.0579,0.006912,0.007976,0.007554,0.002925,1518.0,217.3,0.2978,0.1026,0.5395,0.06098,37.36,16.28,b'Get Away',Pop_Rock
2118,TRANGQX128F422F1DE,11.65,6.432,0.08781,0.05393,0.004554,0.005335,0.005364,0.002574,1597.0,208.7,0.2075,0.08576,0.5678,0.05056,35.56,14.24,"b""Nevada's Grace (Album Version)""",Pop_Rock
2119,TRANGYF128E0786C33,4.204,3.1,0.02073,0.02706,0.005637,0.007857,0.006632,0.003039,1570.0,176.6,0.2447,0.09784,0.5798,0.03424,18.17,13.06,b'Bedtime Story (Album Version)',Pop_Rock
2120,TRANGCR128F148CF28,9.831,6.297,0.07238,0.05853,0.003404,0.004608,0.004982,0.002193,1657.0,216.3,0.1924,0.07474,0.5756,0.0717,31.51,15.62,b'Think About Me',Pop_Rock
2121,TRANGFI12903CC7801,3.137,4.03,0.02139,0.03312,0.005029,0.006395,0.006902,0.002936,1659.0,273.7,0.239,0.08589,0.4859,0.05567,10.17,10.16,b'Moonlight Lover',Reggae
2122,TRANHEK128F4230E25,10.45,7.846,0.07992,0.06887,0.003984,0.005179,0.004816,0.002359,1582.0,195.2,0.1864,0.08091,0.593,0.06089,32.38,18.39,b'Pass The Earplugs',Pop_Rock
2123,TRANHYE128F92DE232,11.96,9.549,0.0843,0.07509,0.004512,0.006884,0.005678,0.002862,1593.0,193.5,0.2213,0.1035,0.5549,0.07343,34.99,22.47,b'The Way I Loved You',Country
2124,TRANHQG12903CF5C15,15.16,7.466,0.1273,0.05762,0.0005339,0.0005277,0.001972,0.000671,1562.0,184.8,0.07913,0.02103,0.5615,0.04429,44.15,16.23,b'Spanish Fly',Pop_Rock
2125,TRANHKC128F9309BF4,17.8,10.91,0.1355,0.09347,0.002042,0.0018,0.003776,0.001208,1547.0,147.2,0.1541,0.04499,0.5547,0.04568,51.5,25.9,b'Fortune Teller',Pop_Rock
2126,TRANHRS128F426B925,5.402,3.653,0.03468,0.02801,0.001965,0.002955,0.003989,0.001854,1776.0,264.6,0.1473,0.06035,0.5303,0.06544,16.75,9.502,b'Africa',Latin
2127,TRANHQB128F92E1B21,16.11,11.43,0.1126,0.09345,0.0005965,0.0009568,0.001793,0.001129,1590.0,171.2,0.07061,0.03961,0.6043,0.03942,43.76,26.58,b'Way Way Back',Rap
2128,TRANHJV128F92D819D,6.038,8.601,0.03344,0.05308,8.521e-05,0.0001184,0.001585,0.001487,1665.0,179.9,0.05954,0.05566,0.5411,0.09371,16.34,19.53,b'Silent Night_ Holy Night! (Album Version)',Country
2129,TRANCOS128F4267DFB,7.137,3.689,0.04821,0.03457,0.00361,0.004434,0.006338,0.002016,1656.0,207.9,0.2404,0.06555,0.5411,0.06226,22.4,10.3,b'All My Senses',Pop_Rock
2130,TRANCEE128F4267C92,12.87,9.922,0.09625,0.08785,0.0008476,0.001316,0.002403,0.001073,1579.0,162.9,0.09583,0.03846,0.6057,0.05433,40.03,23.92,"b""Runnin' Away""",Pop_Rock
2131,TRANCCN128E0794B18,7.346,10.06,0.05055,0.07431,0.003854,0.004524,0.005381,0.002321,1651.0,253.3,0.1987,0.07447,0.5304,0.04452,21.95,23.56,b'Hunter',Pop_Rock
2132,TRANCJG128F14528B4,7.931,5.414,0.05764,0.0505,0.005969,0.005716,0.007881,0.00246,1640.0,222.4,0.3052,0.07842,0.528,0.05286,24.49,14.8,b'The Earth Will Shake',Pop_Rock
2133,TRANCOH128F422F31D,10.97,5.558,0.08398,0.0489,0.004637,0.007573,0.005691,0.003088,1658.0,215.1,0.2184,0.1024,0.6294,0.07512,34.39,14.19,b'MY CONSOLATION (LP Version)',Pop_Rock
2134,TRANROU12903CE0B65,12.08,12.04,0.08535,0.09641,0.001464,0.003176,0.003697,0.003013,1553.0,275.4,0.1354,0.09224,0.5768,0.05247,33.49,28.48,b'Up Close and Personal',Rap
2135,TRANRKN128F93127BB,9.636,7.072,0.07439,0.05776,0.004717,0.005189,0.00604,0.002427,1585.0,211.8,0.229,0.07671,0.5136,0.05491,30.06,16.18,"b""Walkin' Away""",Pop_Rock
2136,TRANRDW128E0793D49,10.86,3.428,0.06739,0.02696,0.0003542,0.001149,0.001725,0.001088,1716.0,237.1,0.06694,0.04043,0.519,0.08155,26.31,8.073,"b""Still I'm Sad""",Pop_Rock
2137,TRANRGH128F930779A,7.358,5.724,0.04539,0.04441,0.0003912,0.0004549,0.002003,0.0008271,1699.0,234.8,0.07681,0.02884,0.5236,0.05751,20.02,13.61,b'Stay Awhile',Vocal
2138,TRANRLO128F92F3BE9,15.38,11.34,0.1124,0.08862,0.0008717,0.001806,0.002225,0.001369,1588.0,252.9,0.08703,0.04964,0.6381,0.06075,44.54,24.6,b'Have you got a Minute to spare',Reggae
2139,TRANRER128F92E3424,7.011,4.033,0.04279,0.03497,0.0006942,0.0008455,0.002667,0.001573,1705.0,231.6,0.1011,0.05801,0.5254,0.06757,18.14,11.18,b'Heng\xc3\xa4h\xc3\xa4 tok',Pop_Rock
2140,TRANREH128F93462CF,19.52,21.64,0.128,0.1366,0.003041,0.007971,0.003486,0.003783,1572.0,224.5,0.1285,0.1248,0.6194,0.07955,49.57,42.96,b'Girls All Pause',Rap
2141,TRANRTT128F9347342,10.15,5.038,0.08057,0.04857,0.003477,0.00476,0.00522,0.001812,1593.0,240.3,0.2034,0.0612,0.5983,0.06157,30.91,12.66,b'Pantera Fans In Love',Pop_Rock
2142,TRANRGP128F1465737,5.564,3.65,0.03716,0.03359,0.002773,0.005137,0.004846,0.00215,1618.0,204.0,0.1824,0.06974,0.5826,0.05932,17.94,10.7,b'Going Down',Pop_Rock
2143,TRANRXY128F4222CB4,7.143,5.564,0.0465,0.04219,0.000213,0.0003183,0.001459,0.0009634,1681.0,260.5,0.05652,0.03674,0.5605,0.07435,18.27,13.55,b'A Man Can Only Stand Just So Much Pain (Bonus Track)',Pop_Rock
2144,TRANRIK128F148C860,30.59,19.55,0.1894,0.1114,0.0001451,0.0003882,0.0005202,0.0007568,1524.0,268.7,0.0218,0.03073,0.6579,0.08839,70.17,32.93,b'Paul',Rap
2145,TRANRWM128F42873F9,12.8,10.91,0.09903,0.08214,0.006599,0.005921,0.007151,0.002587,1630.0,203.9,0.2751,0.07819,0.5202,0.04741,39.18,22.53,b'Liar in the Glass',Pop_Rock
2146,TRANBMY128F426416A,19.63,8.055,0.156,0.0712,0.001597,0.001169,0.003466,0.001139,1588.0,154.1,0.1432,0.04243,0.5131,0.04681,56.96,18.06,b'Rock America',Pop_Rock
2147,TRANFNQ128F425EF2B,6.13,8.002,0.03821,0.06807,0.005277,0.01093,0.005283,0.003081,1583.0,176.9,0.1974,0.09718,0.6154,0.04382,23.06,22.04,b'La Machine',International
2148,TRANFIR128F429180A,8.18,4.017,0.04654,0.02702,0.001423,0.001563,0.004098,0.002142,1755.0,248.2,0.1579,0.08017,0.5327,0.07443,20.49,11.05,b'Exodus',Jazz
2149,TRANFFQ12903CFFF64,12.82,9.61,0.09988,0.07557,0.009489,0.007941,0.00832,0.003107,1559.0,196.8,0.325,0.09892,0.5241,0.04214,39.77,20.95,b'21st Century Time Bomb',Pop_Rock
2150,TRANQCI128F9327BD7,3.982,3.911,0.02412,0.03314,0.003185,0.004138,0.005625,0.002667,1667.0,241.6,0.2027,0.08642,0.5558,0.0591,13.17,11.46,b'Rendez-Vous',International
2151,TRANQDK128F9326202,2.254,1.856,0.01358,0.01729,0.004474,0.006513,0.005728,0.003344,1602.0,170.5,0.205,0.1094,0.5514,0.0556,7.447,7.188,b'Underlying Lies',Pop_Rock
2152,TRANQQZ128E079224E,10.52,7.274,0.08022,0.06066,0.004178,0.00445,0.006374,0.002651,1589.0,191.8,0.2421,0.08591,0.4823,0.0592,32.59,18.04,b'Wow',Pop_Rock
2153,TRANQDN128F425EEEA,12.01,7.921,0.08478,0.06549,0.0001743,0.0002642,0.001626,0.0007213,1669.0,194.4,0.06312,0.02657,0.5721,0.08975,28.2,12.58,"b'Carnival (from ""Black Orpheus"")'",Latin
2154,TRANQLL128F92F5263,8.522,5.141,0.05766,0.05219,0.003887,0.006749,0.005847,0.002621,1603.0,188.2,0.2234,0.08864,0.5869,0.05202,29.14,15.47,b'Poem To A Horse',Latin
2155,TRANQRQ12903CC4BBB,6.207,3.028,0.03499,0.02997,0.0007835,0.001435,0.002729,0.001577,1681.0,209.5,0.1043,0.05722,0.5655,0.07,16.5,9.26,b'Touch You',Pop_Rock
2156,TRANZDB12903CC55EF,7.732,5.425,0.05401,0.04324,0.003463,0.00555,0.004953,0.002431,1632.0,220.7,0.187,0.08477,0.5609,0.04603,22.8,13.41,b'Love Is Gonna Get You',RnB
2157,TRANZTY128F424D794,7.299,5.047,0.04803,0.04175,0.001022,0.001576,0.00262,0.001517,1637.0,230.4,0.09887,0.0516,0.6468,0.04207,22.58,13.84,b'Caught In The Crossfire',Pop_Rock
2158,TRANZCY128F4243C80,10.41,6.399,0.07798,0.06296,0.0008473,0.0008316,0.002866,0.001208,1657.0,216.3,0.1129,0.04481,0.5456,0.05922,33.27,15.16,b'Turn It Around',Pop_Rock
2159,TRANZJQ128F427C58A,8.883,4.941,0.06942,0.04129,0.005684,0.004775,0.006461,0.00264,1571.0,203.0,0.2439,0.08712,0.5252,0.05224,27.51,11.17,b'Meat Parade',Pop_Rock
2160,TRANZFP128E07995A9,10.55,8.593,0.07637,0.07447,0.002275,0.003614,0.004374,0.001946,1617.0,167.2,0.1676,0.06721,0.6052,0.05873,36.86,22.6,"b""That's What You Said  (LP Version)""",Pop_Rock
2161,TRANZYU128F4229CDB,7.352,9.574,0.0482,0.07524,0.005093,0.00846,0.006513,0.004301,1702.0,262.6,0.2319,0.1374,0.6012,0.0414,22.54,22.94,b'Summer Of Love',Electronic
2162,TRANZIL128F42A2670,9.846,8.871,0.06524,0.06735,0.0003941,0.0006961,0.002252,0.001321,1710.0,194.4,0.08672,0.05153,0.5351,0.08871,25.56,21.0,b'Light Of A Clear Blue Morning',Country
2163,TRANZBO12903CE2E9F,7.922,6.723,0.05159,0.05332,0.0008517,0.001104,0.003708,0.002109,1673.0,214.7,0.1396,0.07619,0.5677,0.06666,22.64,16.07,b'Escuta_ Noel',RnB
2164,TRANIJQ128F4298A10,11.58,8.31,0.08621,0.06719,0.002425,0.004362,0.003612,0.001926,1550.0,155.9,0.139,0.06783,0.6156,0.06983,35.75,20.38,b'Domino',Pop_Rock
2165,TRANIPA128F93151A2,5.359,5.518,0.03265,0.0516,0.0005146,0.0006014,0.002332,0.001287,1603.0,162.4,0.08611,0.04507,0.5456,0.07889,18.45,16.54,b'Just One Of Those Things',RnB
2166,TRANIWL128F4262AB0,12.86,8.542,0.0994,0.07805,0.00356,0.003437,0.005232,0.001808,1605.0,161.6,0.2056,0.05938,0.5377,0.04705,41.66,21.22,b'Tobacco Spit',Pop_Rock
2167,TRANIUS12903D00EC7,9.157,4.936,0.06829,0.04632,0.005167,0.00701,0.005879,0.002527,1542.0,184.5,0.2234,0.08229,0.5999,0.05679,30.62,13.46,b'...and Heavens Cried Blood',Pop_Rock
2168,TRANIZO128F9335764,8.007,8.291,0.05253,0.05933,0.006532,0.009316,0.006997,0.003935,1640.0,273.1,0.252,0.1187,0.4794,0.06363,22.44,18.43,b'Twerk (feat. Yo Majesty)',Electronic
2169,TRANAHT128E07895F8,6.398,7.589,0.0404,0.0557,0.001443,0.001754,0.00401,0.001779,1731.0,285.3,0.1528,0.06374,0.5318,0.0679,18.07,18.13,b'Boo Hoo',Pop_Rock
2170,TRANAGV128F4289B5F,14.3,13.06,0.09959,0.09726,0.0007076,0.001146,0.002339,0.001545,1574.0,174.1,0.08926,0.05254,0.5645,0.06926,39.85,30.33,b'(The Grave Prelude)',Rap
2171,TRANALJ128F9318BAF,5.216,4.357,0.0402,0.03958,0.005194,0.00711,0.007158,0.003138,1701.0,234.8,0.2559,0.0834,0.5745,0.08288,16.75,11.91,b'Ooh Wee Baby',Blues
2172,TRANAIE128F146E588,9.86,9.695,0.07074,0.08765,0.002744,0.003007,0.004593,0.002166,1710.0,233.7,0.1692,0.07321,0.5648,0.03282,33.62,24.72,b'Losing Love (DJ Wout Remix)',Pop_Rock
2173,TRANNDV128F427FDD8,11.15,5.866,0.0901,0.05438,0.007574,0.006598,0.007401,0.002678,1549.0,192.2,0.2828,0.07638,0.5598,0.05638,37.01,13.53,b'Drowning In Public Approval',Pop_Rock
2174,TRANNLE128E07871BF,2.665,1.801,0.01595,0.01343,0.0005155,0.001363,0.002179,0.0014,1642.0,208.6,0.07875,0.04551,0.5782,0.0778,7.378,4.854,b'Side Street',Pop_Rock
2175,TRANNUW128F931B513,8.877,5.88,0.06838,0.05414,0.003844,0.00585,0.004738,0.002687,1614.0,168.1,0.1804,0.08728,0.659,0.04366,28.98,15.72,b'Cadillac Walk (Album Version)',Pop_Rock
2176,TRANPXL128F42B8FED,7.822,10.4,0.04807,0.07939,0.003695,0.004505,0.006123,0.00349,1608.0,179.6,0.2209,0.1109,0.537,0.06573,24.34,25.55,b'Sympathy',Pop_Rock
2177,TRANPHV128F9344CC3,12.71,5.912,0.09546,0.0497,0.006197,0.006815,0.007047,0.002423,1596.0,205.0,0.278,0.08145,0.5713,0.05147,38.36,13.86,b'Nervous Breakdown',Pop_Rock
2178,TRANPWV128F9341281,12.75,5.677,0.1009,0.04925,0.007725,0.006269,0.007128,0.002411,1554.0,187.6,0.2805,0.07557,0.5648,0.0522,39.93,12.12,b'He Who Breeds Pestilence',Pop_Rock
2179,TRANPYC128F9332A49,15.34,6.836,0.09828,0.04487,0.004393,0.005698,0.005148,0.00328,1571.0,200.9,0.2028,0.1213,0.5561,0.06335,40.4,15.13,b'In Our Hands_ Once Again',Pop_Rock
2180,TRANPRZ128F92FD7B1,10.83,9.404,0.06727,0.08141,0.004465,0.009661,0.005197,0.003372,1660.0,211.3,0.1957,0.1129,0.575,0.06962,31.25,23.12,b'Sin Poderte Hablar',Latin
2181,TRANPLF128F9340B6E,9.872,6.476,0.06845,0.05041,0.001453,0.003029,0.002882,0.001888,1732.0,273.7,0.1094,0.06714,0.5573,0.05845,28.49,15.33,b'Foli\xc3\xa3o Ausente',Latin
2182,TRANPAA128F92F10F8,8.078,3.285,0.05267,0.02562,0.001255,0.001252,0.003415,0.001278,1653.0,204.3,0.1309,0.0454,0.5278,0.04669,22.02,8.054,b'No Next Time',Pop_Rock
2183,TRANTOT128F428ACD8,16.03,5.838,0.117,0.04423,0.005737,0.008394,0.005745,0.002597,1588.0,197.5,0.2304,0.09058,0.5982,0.06842,44.21,13.2,b'Fertile Crescent (bonus track)',Pop_Rock
2184,TRANTEO128F429B51B,4.588,7.241,0.02696,0.04638,0.0006077,0.00117,0.002934,0.001767,1771.0,256.4,0.1092,0.06451,0.52,0.106,12.5,15.95,b'Alone in Love',Pop_Rock
2185,TRANTCK128F428AC39,4.491,3.035,0.02666,0.02134,0.0005614,0.0009433,0.002484,0.001249,1614.0,161.1,0.09153,0.04229,0.5594,0.05486,11.6,6.697,b'Stood Up',Country
2186,TRANTFR128F931C7DA,9.431,5.33,0.0675,0.05241,0.006375,0.007296,0.007095,0.002815,1599.0,212.0,0.271,0.09012,0.6235,0.04817,31.34,14.61,b'Books & Books',Pop_Rock
2187,TRANTRC128F9355329,7.227,2.92,0.0435,0.02317,0.0003778,0.0004897,0.001995,0.00114,1586.0,187.4,0.07685,0.0429,0.5453,0.06496,16.95,7.088,b'Ride Ranger Ride',Country
2188,TRANTAD128F92FD042,7.523,5.066,0.05669,0.0527,0.005746,0.005852,0.006696,0.002587,1568.0,163.0,0.2521,0.08171,0.5422,0.04962,24.08,13.62,b'Who Did You Think I Was',Pop_Rock
2189,TRANUSB128F9343695,9.19,9.609,0.06065,0.09397,0.00409,0.004471,0.006603,0.003422,1552.0,206.1,0.2486,0.1205,0.508,0.07229,31.79,26.05,b'TLFM (Toutes Les Femmes En Moi)',Pop_Rock
2190,TRANUUK128E0788284,9.277,11.0,0.05758,0.08134,0.00252,0.00493,0.00385,0.002585,1813.0,292.7,0.1423,0.08505,0.5711,0.06306,28.05,25.67,b'Otra vez',Latin
2191,TRANUME128E0789D4C,9.031,6.492,0.06466,0.05496,0.005273,0.008999,0.00643,0.002655,1596.0,205.1,0.2434,0.07928,0.5933,0.05095,29.91,15.61,"b""Janice's Party""",Pop_Rock
2192,TRANULO128F422E6FE,7.374,4.135,0.05433,0.0458,0.008065,0.006135,0.008398,0.002705,1568.0,202.6,0.3152,0.07512,0.5049,0.03064,26.96,10.51,b'Death Of Neira',Pop_Rock
2193,TRANUKR128F427643B,14.22,6.485,0.1095,0.04775,0.0009373,0.0007385,0.002531,0.0009175,1596.0,158.9,0.09964,0.03196,0.5632,0.04418,41.93,13.2,b'Rock & Roll Overdose [Live Version]',Pop_Rock
2194,TRANLHL12903CF88E5,8.374,6.693,0.06048,0.06533,0.004656,0.005013,0.00569,0.002105,1568.0,209.7,0.2154,0.06379,0.5699,0.04042,30.55,16.41,b'Sacred',Pop_Rock
2195,TRANLJA128F42A5379,12.04,5.841,0.08119,0.05193,0.0008115,0.00159,0.002873,0.001644,1676.0,186.5,0.112,0.06185,0.5864,0.08797,32.62,12.92,"b""It's All Wrong_ But It's All Right""",Country
2196,TRANLSP128F14671CA,10.11,12.03,0.06878,0.0823,0.002202,0.003774,0.003694,0.002447,1543.0,222.8,0.1382,0.08203,0.5646,0.03405,28.67,25.71,b'The Planet (Explicit)',Rap
2197,TRANLQA128F930F8F8,10.15,4.52,0.08017,0.04111,0.004484,0.00472,0.006092,0.002253,1593.0,192.1,0.2344,0.07109,0.5996,0.04994,33.39,10.97,b'The Last Stand',Pop_Rock
2198,TRANLMB12903CA8250,8.351,6.707,0.05194,0.05084,0.004582,0.008832,0.00534,0.003428,1626.0,210.4,0.1962,0.1113,0.5463,0.07156,23.5,16.51,b'Hold On Tight',Electronic
2199,TRANLRX128F4259030,12.74,8.902,0.09469,0.06222,0.001993,0.002345,0.003782,0.001793,1600.0,191.2,0.1481,0.06158,0.5279,0.05909,37.84,18.81,b'Mosquito Coil',Pop_Rock
2200,TRANEMQ128F42A10A8,8.373,5.734,0.05878,0.05811,0.008103,0.005868,0.00747,0.002604,1561.0,202.3,0.2825,0.08038,0.4855,0.03618,30.34,14.38,b'No Sympathy For Fools',Pop_Rock
2201,TRANELD128F4250FCF,4.839,2.338,0.02396,0.02049,9.889e-05,0.0001565,0.001332,0.0009112,1662.0,162.1,0.05078,0.03402,0.5291,0.07863,13.27,7.31,b'Latinas',Latin
2202,TRANEQC12903D01CE6,8.011,8.156,0.05602,0.06499,0.0003141,0.0004238,0.002124,0.001338,1699.0,267.2,0.08072,0.04949,0.5227,0.09169,23.25,21.52,b'Dangerous Dance',International
2203,TRANJPA128F92CAE02,7.768,6.646,0.04841,0.04756,0.001551,0.00178,0.003583,0.001745,1606.0,226.6,0.1336,0.06132,0.526,0.05057,21.91,16.55,b'Go Now - Original',Reggae
2204,TRANJGM128F427A41B,8.649,7.452,0.06283,0.07347,0.004962,0.005332,0.006957,0.002908,1588.0,163.9,0.2593,0.09547,0.5555,0.05532,28.33,21.0,b'Sleepwalker',Pop_Rock
2205,TRANJMB128F42926E4,7.219,6.235,0.04961,0.0586,0.004142,0.005464,0.005169,0.002843,1577.0,202.8,0.1913,0.09167,0.5782,0.03867,26.14,17.82,b'Creepshow Remixes (Soul Of Man Mix)',Electronic
2206,TRANJWP128F428560C,5.393,4.437,0.03443,0.04461,0.001769,0.002471,0.003677,0.001555,1579.0,191.2,0.1367,0.04966,0.5473,0.04992,19.88,14.29,b'Exiliado En El Lavabo',Latin
2207,TRANSVK128F423842C,7.265,7.533,0.05068,0.06839,0.001045,0.001413,0.002782,0.001523,1635.0,203.3,0.09934,0.04492,0.6124,0.05024,26.98,19.77,b'I Hope The Weather Stays Fine (Remix)',Pop_Rock
